,Li,B,O,F,Na,Mg,Al,Si,P,K,Ca,Ti,Fe,Sr,Zr,Ba,Pb,Modulus
1,0,0,60.03401361,0,11.9047619,0,0,22.78911565,0,0,2.040816327,0,0,0,3.231292517,0,0,83.12
2,0,0,61.37184116,0,5.054151625,0,0,10.83032491,0,0,2.075812274,11.9133574,0,2.075812274,2.527075812,4.151624549,0,106.7
3,0,0,62.96296296,0,0,0,0,11.11111111,0,0,0,14.81481481,0,5.555555556,0,5.555555556,0,103.2
4,0.662251656,0,62.58278146,0,7.284768212,0,0.662251656,23.50993377,0,0,0,0,0,0,5.298013245,0,0,81.97
5,0,0,66.15214994,0,0,10.25358324,3.087100331,0,20.50716648,0,0,0,0,0,0,0,0,61.29
6,0,0,65.49707602,0,0,12.28070175,2.339181287,0,19.88304094,0,0,0,0,0,0,0,0,68.48
7,0,0,66.29834254,0,0,10.49723757,2.209944751,0,20.99447514,0,0,0,0,0,0,0,0,61.47
8,0,0,66.66666667,0,0,9.677419355,2.150537634,0,21.50537634,0,0,0,0,0,0,0,0,59.1
9,0,0,66.48199446,0,0,10.8033241,1.108033241,0,21.6066482,0,0,0,0,0,0,0,0,58.5
10,0,0,65.85365854,0,0,12.19512195,0,2.43902439,19.51219512,0,0,0,0,0,0,0,0,67.78
11,0,0,66.27218935,0,0,11.24260355,0,2.366863905,20.1183432,0,0,0,0,0,0,0,0,57.82
12,0,0,66.66666667,0,0,10.34482759,0,2.298850575,20.68965517,0,0,0,0,0,0,0,0,55.12
13,0,0,66.66666667,0,0,10.54131054,0,1.709401709,21.08262108,0,0,0,0,0,0,0,0,56.51
14,0,0,65.86826347,0,0,12.5748503,0,1.19760479,20.35928144,0,0,0,0,0,0,0,0,63.95
15,0,0,66.27906977,0,0,11.62790698,0,1.162790698,20.93023256,0,0,0,0,0,0,0,0,61.03
16,0,0,66.66666667,0,0,10.73446328,0,1.129943503,21.46892655,0,0,0,0,0,0,0,0,57.59
17,0,0,67.03296703,0,0,9.89010989,0,1.098901099,21.97802198,0,0,0,0,0,0,0,0,54.31
18,0,0,66.66666667,0,0,10.92436975,0,0.56022409,21.8487395,0,0,0,0,0,0,0,0,55.64
19,0,0,66.27218935,0,0,0,0,2.366863905,20.1183432,0,11.24260355,0,0,0,0,0,0,57.72
20,0,0,66.66666667,0,0,0,0,2.298850575,20.68965517,0,10.34482759,0,0,0,0,0,0,56.23
21,0,0,67.03910615,0,0,0,0,2.234636872,21.22905028,0,9.497206704,0,0,0,0,0,0,54.86
22,0,0,66.66666667,0,0,0,0,1.709401709,21.08262108,0,10.54131054,0,0,0,0,0,0,56.16
23,0,0,66.27906977,0,0,0,0,1.162790698,20.93023256,0,11.62790698,0,0,0,0,0,0,59.17
24,0,0,66.66666667,0,0,0,0,1.129943503,21.46892655,0,10.73446328,0,0,0,0,0,0,57.14
25,0,0,67.03296703,0,0,0,0,1.098901099,21.97802198,0,9.89010989,0,0,0,0,0,0,54.81
26,0,0,66.8943333,0,0,0,0,0.568432185,22.14682295,0,10.39041156,0,0,0,0,0,0,56.49
27,18.66666667,0,57.33333333,0,0,0,0,24,0,0,0,0,0,0,0,0,0,77.89
28,0,0,62.50046874,0,0,0,0,25.00093749,0,0,0,0,0,0,0,12.49859377,0,64.09
29,0,0,62.50046874,0,0,0,0,25.00093749,0,0,0,0,0,12.49859377,0,0,0,71.43
30,0,0,57.44680851,0,0,0,0,14.89361702,0,0,0,0,0,0,0,0,27.65957447,41.21
31,0,0,61.77370031,0,0,0,0,23.54740061,0,0,0,0,0,0,0,0,14.67889908,52.84
32,0,0,62.21424523,0,0,0,0,24.42849046,0,0,0,0,0,0,0,0,13.35726431,46.34
33,0,0,62.96296296,0,0,0,0,25.92592593,0,0,0,0,0,0,0,0,11.11111111,50.13
34,0,0,63.68917938,0,0,0,0,27.37835875,0,0,0,0,0,0,0,0,8.932461874,47.14
35,0,0,66.66666667,0,0,0,0,31.28666667,0,0,0,2.046666667,0,0,0,0,0,66
36,0,0,66.66666667,0,0,0,0,31.41666667,0,0,0,1.916666667,0,0,0,0,0,67.9
37,0,0,66.66666667,0,0,0,0,32.06333333,0,0,0,1.27,0,0,0,0,0,66
38,13.33333333,0,58.33333333,0,3.333333333,0,0,25,0,0,0,0,0,0,0,0,0,77.5
39,10,0,58.33333333,0,6.666666667,0,0,25,0,0,0,0,0,0,0,0,0,75.3
40,6.666666667,0,58.33333333,0,10,0,0,25,0,0,0,0,0,0,0,0,0,72.2
41,3.333333333,0,58.33333333,0,13.33333333,0,0,25,0,0,0,0,0,0,0,0,0,68
42,0,0,53.33333333,0,20,0,0,20,0,6.666666667,0,0,0,0,0,0,0,58.2
43,0,0,53.33333333,0,13.33333333,0,0,20,0,13.33333333,0,0,0,0,0,0,0,55.6
44,0,0,53.33333333,0,6.666666667,0,0,20,0,20,0,0,0,0,0,0,0,47.8
45,0,0,56.66666667,0,16.66666667,0,0,23.33333333,0,3.333333333,0,0,0,0,0,0,0,59.2
46,0,0,56.66666667,0,13.33333333,0,0,23.33333333,0,6.666666667,0,0,0,0,0,0,0,55.2
47,0,0,56.66666667,0,10,0,0,23.33333333,0,10,0,0,0,0,0,0,0,56.1
48,0,0,56.66666667,0,6.666666667,0,0,23.33333333,0,13.33333333,0,0,0,0,0,0,0,53.9
49,0,0,56.66666667,0,3.333333333,0,0,23.33333333,0,16.66666667,0,0,0,0,0,0,0,52.1
50,0,0,60,0,10,0,0,26.66666667,0,3.333333333,0,0,0,0,0,0,0,59.2
51,0,0,60,0,6.666666667,0,0,26.66666667,0,6.666666667,0,0,0,0,0,0,0,54.2
52,0,0,60,0,3.333333333,0,0,26.66666667,0,10,0,0,0,0,0,0,0,56.6
53,0,0,53.98773006,0,22.6993865,0,7.975460123,15.33742331,0,0,0,0,0,0,0,0,0,70.38
54,0,8.536585366,60.36585366,0,9.756097561,0,0,21.34146341,0,0,0,0,0,0,0,0,0,80.73
55,0,0,56.06060606,0,18.18181818,0,9.090909091,16.66666667,0,0,0,0,0,0,0,0,0,67.62
56,0,17.72256047,62.24014042,0,0.987329274,0,0,17.09176677,0,1.958203061,0,0,0,0,0,0,0,46.5
57,0,4.153354633,65.93610224,0,0.012779553,0,0,29.83386581,0,0.063897764,0,0,0,0,0,0,0,63
58,11.125567,0,59.27071979,0,0,0,0,24.10422307,0,0,0,0,0,0,0,0,5.499490137,65
59,10.4217668,0,59.56844093,0,0,0,0.489613206,24.10295866,0,0,0,0,0,0,0,5.417220396,0,77
60,13.5110229,0,57.73020486,0,0,0,0.141773588,22.14503438,0,0,0,0,0,6.471964273,0,0,0,83
61,12.57171013,0,58.44859747,0,0,5.726252068,0.140780629,23.1126597,0,0,0,0,0,0,0,0,0,86
62,0,0,58.98799253,0,11.53561745,0,0.070425015,23.70858129,0,0,0,0,0,5.697383711,0,0,0,74
63,0,0,58.12467076,0,13.30289728,5.566286216,0.21071115,22.79543459,0,0,0,0,0,0,0,0,0,72
64,0,0,58.39041096,0,14.7260274,0,0,24.14383562,0,0,2.739726027,0,0,0,0,0,0,66.4
65,0,0,59.24657534,0,13.01369863,0,0,25,0,0,2.739726027,0,0,0,0,0,0,67.1
66,0,0,59.20138889,0,12.15277778,0,0,24.47916667,0,0,4.166666667,0,0,0,0,0,0,70.3
67,0,0,60.2739726,0,10.95890411,0,0,26.02739726,0,0,2.739726027,0,0,0,0,0,0,68
68,0,0,61.13013699,0,9.246575342,0,0,26.88356164,0,0,2.739726027,0,0,0,0,0,0,69.1
69,0,0,60.4832978,0,7.960199005,0,0,24.9466951,0,0,6.609808102,0,0,0,0,0,0,75.8
70,0,0,60.56838366,0,7.815275311,0,0,25.04440497,0,0,6.571936057,0,0,0,0,0,0,75.2
71,0,0,59.63302752,0,7.339449541,0,0,22.93577982,0,0,10.09174312,0,0,0,0,0,0,80.6
72,0,0,60,0,7.272727273,0,0,23.63636364,0,0,9.090909091,0,0,0,0,0,0,79.7
73,0,0,60.78431373,0,7.130124777,0,0,25.13368984,0,0,6.951871658,0,0,0,0,0,0,76.2
74,0,0,61.0619469,0,7.079646018,0,0,25.66371681,0,0,6.194690265,0,0,0,0,0,0,75.1
75,0,0,61.60558464,0,6.980802792,0,0,26.70157068,0,0,4.712041885,0,0,0,0,0,0,73.9
76,0,0,61.87175043,0,6.932409012,0,0,27.20970537,0,0,3.986135182,0,0,0,0,0,0,72.2
77,0,0,62.32876712,0,6.849315068,0,0,28.08219178,0,0,2.739726027,0,0,0,0,0,0,70.5
78,0,0,61.47079521,0,6.685432794,0,0,26.28430683,0,0,5.559465165,0,0,0,0,0,0,75.3
79,0,0,61.33093525,0,5.395683453,0,0,25.35971223,0,0,7.913669065,0,0,0,0,0,0,77.8
80,0,0,62,0,3.272727273,0,0,25.63636364,0,0,9.090909091,0,0,0,0,0,0,79.1
81,0,0,59.25706106,0,0,0,0.488775617,23.85225011,0,11.1650316,0,0,0,0,0,5.236881612,0,54
82,0,0,58.75486381,0,0,0,0,23.38167669,0,11.74389813,6.119561372,0,0,0,0,0,0,45
83,0,0,58.75486381,0,0,0,0,23.38167669,0,11.74389813,0,0,0,0,0,0,6.119561372,44.1
84,0,8.510638298,53.19148936,0,0,0,0,2.127659574,0,0,0,0,0,0,0,0,36.17021277,77.33
85,0,12,54,0,0,0,0,2,0,0,0,0,0,0,0,0,32,77.62
86,0,8.333333333,54.16666667,0,0,0,0,4.166666667,0,0,0,0,0,0,0,0,33.33333333,79.88
87,0,17.85714286,55.35714286,0,0,0,0,1.785714286,0,0,0,0,0,0,0,0,25,75.24
88,0,8,56,0,0,0,0,8,0,0,0,0,0,0,0,0,28,55.53
89,0,0,60.37735849,0,0,0,3.773584906,18.86792453,0,0,0,0,0,16.98113208,0,0,0,81
90,0,0,60.55045872,0,0,0,5.504587156,18.34862385,0,0,0,0,0,15.59633028,0,0,0,82.5
91,0,0,60.86956522,0,0,0,8.695652174,17.39130435,0,0,0,0,0,13.04347826,0,0,0,84
92,0,0,61.01694915,0,0,0,10.16949153,16.94915254,0,0,0,0,0,11.86440678,0,0,0,83.6
93,0,0,61.11111111,0,0,0,3.703703704,20.37037037,0,0,0,0,0,14.81481481,0,0,0,80.3
94,0,0,61.26126126,0,0,0,5.405405405,19.81981982,0,0,0,0,0,13.51351351,0,0,0,81.6
95,0,0,61.40350877,0,0,0,7.01754386,19.29824561,0,0,0,0,0,12.28070175,0,0,0,82.2
96,0,0,61.53846154,0,0,0,8.547008547,18.8034188,0,0,0,0,0,11.11111111,0,0,0,83.2
97,0,0,61.66666667,0,0,0,10,18.33333333,0,0,0,0,0,10,0,0,0,78.1
98,0,0,62.59914582,0,0,0,13.78889567,18.30384381,0,0,5.308114704,0,0,0,0,0,0,98.2
99,0,0,62.22074025,0,0,0,8.869623208,20.00666889,0,0,8.902967656,0,0,0,0,0,0,91.8
100,0,0,60.83333333,0,0,11.66666667,11.66666667,15.83333333,0,0,0,0,0,0,0,0,0,109.7
101,0,0,60.68376068,0,0,12.82051282,10.25641026,16.23931624,0,0,0,0,0,0,0,0,0,111
102,0,0,60.52631579,0,0,14.03508772,8.771929825,16.66666667,0,0,0,0,0,0,0,0,0,109.9
103,0,0,61.15702479,0,0,10.74380165,11.57024793,16.52892562,0,0,0,0,0,0,0,0,0,109.2
104,0,0,61.01694915,0,0,11.86440678,10.16949153,16.94915254,0,0,0,0,0,0,0,0,0,109.4
105,0,0,60.86956522,0,0,13.04347826,8.695652174,17.39130435,0,0,0,0,0,0,0,0,0,108.9
106,0,0,60.71428571,0,0,14.28571429,7.142857143,17.85714286,0,0,0,0,0,0,0,0,0,107.4
107,0,0,61.9047619,0,0,7.936507937,12.6984127,17.46031746,0,0,0,0,0,0,0,0,0,104.1
108,0,0,61.78861789,0,0,8.943089431,11.38211382,17.88617886,0,0,0,0,0,0,0,0,0,103.9
109,0,0,61.66666667,0,0,10,10,18.33333333,0,0,0,0,0,0,0,0,0,106.8
110,0,0,61.53846154,0,0,11.11111111,8.547008547,18.8034188,0,0,0,0,0,0,0,0,0,106.4
111,0,0,61.40350877,0,0,12.28070175,7.01754386,19.29824561,0,0,0,0,0,0,0,0,0,104.4
112,0,0,62.49906248,0,0,0,0,24.99812495,0,0,0,0,0,6.251406285,0,6.251406285,0,67.15
113,0,0,62.49906248,0,0,0,0,24.99812495,0,0,6.251406285,0,0,0,0,6.251406285,0,71.36
114,0,0,60,0,0,10,0,20,0,0,0,0,0,0,0,10,0,79.52
115,0,0,60,0,0,5,0,20,0,0,0,0,0,0,0,15,0,71.37
116,0,0,60,0,0,10,0,20,0,0,0,0,0,10,0,0,0,90.74
117,0,0,60,0,0,5,0,20,0,0,0,0,0,15,0,0,0,87.22
118,0,0,60,0,0,5,0,20,0,0,15,0,0,0,0,0,0,94.95
119,13.33333333,0,60,0,0,0,0,22.5,0,0,0,0,0,0,4.166666667,0,0,88.5
120,13.33333333,0,60,0,0,0,0,23.33333333,0,0,0,0,0,0,3.333333333,0,0,86.5
121,13.33333333,0,60,0,0,0,0,24.16666667,0,0,0,0,0,0,2.5,0,0,84
122,13.33333333,0,60,0,0,0,0,25,0,0,0,0,0,0,1.666666667,0,0,80
123,13.33333333,0,60,0,0,0,0,25.83333333,0,0,0,0,0,0,0.833333333,0,0,76
124,0,13.42491054,55.7052984,0,0,0,0,13.4220247,0,17.44776636,0,0,0,0,0,0,0,51.8
125,0,13.98589369,56.64315614,0,0,0,0,13.98589369,0,15.38505648,0,0,0,0,0,0,0,61.06
126,0,14.59804145,57.66340241,0,0,0,0,14.59804145,0,13.14051469,0,0,0,0,0,0,0,63.84
127,0,14.92740472,58.20950544,0,0,0,0,14.92456897,0,11.93852087,0,0,0,0,0,0,0,65.21
128,0,15.26859854,58.77817319,0,0,0,0,15.26577416,0,10.6874541,0,0,0,0,0,0,0,65.44
129,0,15.62473635,59.37456059,0,0,0,0,15.62473635,0,9.375966703,0,0,0,0,0,0,0,64.55
130,0,15.81074255,59.68457092,0,0,0,0,15.81074255,0,8.693943986,0,0,0,0,0,0,0,62.15
131,0,16.39399091,60.65665152,0,0,0,0,16.39399091,0,6.555366649,0,0,0,0,0,0,0,56.09
132,0,16.80532446,61.34498059,0,0,0,0,16.80809762,0,5.041597338,0,0,0,0,0,0,0,48.67
133,0,17.69998903,53.98332053,0,0,0,0,8.849994513,0,19.46669593,0,0,0,0,0,0,0,49.08
134,0,18.18181818,54.54545455,0,0,0,0,9.090909091,0,18.18181818,0,0,0,0,0,0,0,52.4
135,0,19.23045855,55.76886831,0,0,0,0,9.615229274,0,15.38544387,0,0,0,0,0,0,0,57.37
136,0,19.80166261,56.43527305,0,0,0,0,9.900831306,0,13.86223303,0,0,0,0,0,0,0,60.07
137,0,20.40751353,57.14209912,0,0,0,0,10.20375677,0,12.24663058,0,0,0,0,0,0,0,58.66
138,0,21.7387902,58.69525524,0,0,0,0,10.8693951,0,8.69655946,0,0,0,0,0,0,0,51.89
139,0,22.47260699,59.55137482,0,0,0,0,11.23630349,0,6.739714699,0,0,0,0,0,0,0,44.96
141,0,0,59.4438007,0,10.0811124,0,13.09385863,17.38122827,0,0,0,0,0,0,0,0,0,78
142,0,0,57.8313253,0,14.45783133,0,9.638554217,18.07228916,0,0,0,0,0,0,0,0,0,73
143,0,0,59.67741935,0,12.90322581,0,3.225806452,24.19354839,0,0,0,0,0,0,0,0,0,65
144,0,0,55.80645161,0,20.64516129,0,3.225806452,20.32258065,0,0,0,0,0,0,0,0,0,63.9
145,0,0,56.4516129,0,19.35483871,0,3.225806452,20.96774194,0,0,0,0,0,0,0,0,0,63.4
146,0,0,59.09090909,0,12.12121212,0,9.090909091,19.6969697,0,0,0,0,0,0,0,0,0,71.3
147,0,0,59.70149254,0,10.44776119,0,10.44776119,19.40298507,0,0,0,0,0,0,0,0,0,71.2
148,0,0,60,0,8.571428571,0,14.28571429,17.14285714,0,0,0,0,0,0,0,0,0,77.3
149,0,0,60.29411765,0,8.823529412,0,11.76470588,19.11764706,0,0,0,0,0,0,0,0,0,73.7
150,0,0,60.60606061,0,9.090909091,0,9.090909091,21.21212121,0,0,0,0,0,0,0,0,0,71.9
151,0,0,60.9375,0,9.375,0,6.25,23.4375,0,0,0,0,0,0,0,0,0,70.9
152,0,18.18033055,56.81830579,0,13.63661157,0,0,11.36475209,0,0,0,0,0,0,0,0,0,73.5
153,0,26.82926829,56.09756098,0,12.19512195,0,0,4.87804878,0,0,0,0,0,0,0,0,0,73.2
154,0,33.33333333,56.66666667,0,8.888888889,0,0,1.111111111,0,0,0,0,0,0,0,0,0,51.3
155,0,30.23255814,56.97674419,0,9.302325581,0,0,3.488372093,0,0,0,0,0,0,0,0,0,56.2
156,0,26.82926829,57.31707317,0,9.756097561,0,0,6.097560976,0,0,0,0,0,0,0,0,0,67.2
157,0,23.07692308,57.69230769,0,10.25641026,0,0,8.974358974,0,0,0,0,0,0,0,0,0,73.3
158,0,18.91891892,58.10810811,0,10.81081081,0,0,12.16216216,0,0,0,0,0,0,0,0,0,76.1
159,0,14.28571429,58.57142857,0,11.42857143,0,0,15.71428571,0,0,0,0,0,0,0,0,0,83.5
160,0,13.42491054,55.7052984,0,17.44776636,0,0,13.4220247,0,0,0,0,0,0,0,0,0,70.49
161,0,13.69886658,56.16477763,0,16.43748921,0,0,13.69886658,0,0,0,0,0,0,0,0,0,72.55
162,0,13.98589369,56.64315614,0,15.38505648,0,0,13.98589369,0,0,0,0,0,0,0,0,0,73.25
163,0,14.59804145,57.66340241,0,13.14051469,0,0,14.59804145,0,0,0,0,0,0,0,0,0,75.7
164,0,15.26859854,58.77817319,0,10.6874541,0,0,15.26577416,0,0,0,0,0,0,0,0,0,76.5
165,0,15.44532131,59.07271702,0,10.03945885,0,0,15.44250282,0,0,0,0,0,0,0,0,0,76.59
166,0,15.62473635,59.37456059,0,9.375966703,0,0,15.62473635,0,0,0,0,0,0,0,0,0,73.7
167,0,15.81074255,59.68457092,0,8.693943986,0,0,15.81074255,0,0,0,0,0,0,0,0,0,75.31
168,0,15.99932799,59.99887999,0,8.00246402,0,0,15.99932799,0,0,0,0,0,0,0,0,0,71.1
169,0,16.19643556,60.32459914,0,7.285323202,0,0,16.1936421,0,0,0,0,0,0,0,0,0,66.61
170,0,16.39399091,60.65665152,0,6.555366649,0,0,16.39399091,0,0,0,0,0,0,0,0,0,62.54
171,0,16.80532446,61.34498059,0,5.041597338,0,0,16.80809762,0,0,0,0,0,0,0,0,0,54.08
172,0,17.24137931,62.06896552,0,3.448275862,0,0,17.24137931,0,0,0,0,0,0,0,0,0,47.57
173,0,17.69853244,62.8308874,0,1.77204773,0,0,17.69853244,0,0,0,0,0,0,0,0,0,41.9
174,0,16.80672269,52.94117647,0,21.8487395,0,0,8.403361345,0,0,0,0,0,0,0,0,0,63.1
175,0,17.24137931,53.44827586,0,20.68965517,0,0,8.620689655,0,0,0,0,0,0,0,0,0,63.89
176,0,18.18181818,54.54545455,0,18.18181818,0,0,9.090909091,0,0,0,0,0,0,0,0,0,70.49
177,0,18.69189277,55.14054157,0,16.82161928,0,0,9.345946385,0,0,0,0,0,0,0,0,0,71.57
178,0,19.80166261,56.43527305,0,13.86223303,0,0,9.900831306,0,0,0,0,0,0,0,0,0,76.11
179,0,20.40751353,57.14209912,0,12.24663058,0,0,10.20375677,0,0,0,0,0,0,0,0,0,75.24
180,0,20.72555288,57.51314503,0,11.39852564,0,0,10.36277644,0,0,0,0,0,0,0,0,0,72.27
181,0,21.3902062,58.2885739,0,9.626116802,0,0,10.6951031,0,0,0,0,0,0,0,0,0,67.22
182,0,21.7387902,58.69525524,0,8.69655946,0,0,10.8693951,0,0,0,0,0,0,0,0,0,62.93
183,0,22.09987794,59.11652427,0,7.733658815,0,0,11.04993897,0,0,0,0,0,0,0,0,0,58.95
184,0,22.47260699,59.55137482,0,6.739714699,0,0,11.23630349,0,0,0,0,0,0,0,0,0,56.14
186,9.615384615,0,61.21794872,0,0,0,3.846153846,25.32051282,0,0,0,0,0,0,0,0,0,78.8
187,9.493670886,0,61.07594937,0,0,0,5.063291139,24.36708861,0,0,0,0,0,0,0,0,0,80.1
188,9.375,0,60.9375,0,0,0,6.25,23.4375,0,0,0,0,0,0,0,0,0,81.8
189,16.12903226,0,58.06451613,0,0,0,3.225806452,22.58064516,0,0,0,0,0,0,0,0,0,81.8
190,14.64968153,0,58.59872611,0,0,0,4.458598726,22.29299363,0,0,0,0,0,0,0,0,0,82.4
191,10.42944785,0,60.12269939,0,0,0,7.975460123,21.47239264,0,0,0,0,0,0,0,0,0,83
192,9.090909091,0,60.60606061,0,0,0,9.090909091,21.21212121,0,0,0,0,0,0,0,0,0,82.8
193,9.036144578,0,60.54216867,0,0,0,9.638554217,20.78313253,0,0,0,0,0,0,0,0,0,82.8
194,6.470588235,0,61.47058824,0,0,0,11.76470588,20.29411765,0,0,0,0,0,0,0,0,0,87
195,8.928571429,0,60.41666667,0,0,0,10.71428571,19.94047619,0,0,0,0,0,0,0,0,0,84.6
196,15.72327044,0,57.86163522,0,0,0,5.660377358,20.75471698,0,0,0,0,0,0,0,0,0,84.5
197,21.71052632,0,55.59210526,0,0,0,1.315789474,21.38157895,0,0,0,0,0,0,0,0,0,82.4
198,20.12987013,0,56.16883117,0,0,0,2.597402597,21.1038961,0,0,0,0,0,0,0,0,0,83
199,18.58974359,0,56.73076923,0,0,0,3.846153846,20.83333333,0,0,0,0,0,0,0,0,0,83.8
200,17.08860759,0,57.27848101,0,0,0,5.063291139,20.56962025,0,0,0,0,0,0,0,0,0,84.2
201,15.625,0,57.8125,0,0,0,6.25,20.3125,0,0,0,0,0,0,0,0,0,85.3
202,14.19753086,0,58.33333333,0,0,0,7.407407407,20.0617284,0,0,0,0,0,0,0,0,0,85.2
203,12.80487805,0,58.84146341,0,0,0,8.536585366,19.81707317,0,0,0,0,0,0,0,0,0,85.7
204,11.44578313,0,59.3373494,0,0,0,9.638554217,19.57831325,0,0,0,0,0,0,0,0,0,84.3
205,10.44776119,0,59.70149254,0,0,0,10.44776119,19.40298507,0,0,0,0,0,0,0,0,0,84.5
206,8.823529412,0,60.29411765,0,0,0,11.76470588,19.11764706,0,0,0,0,0,0,0,0,0,87.5
207,7.558139535,0,60.75581395,0,0,0,12.79069767,18.89534884,0,0,0,0,0,0,0,0,0,88.8
208,20.64516129,0,55.80645161,0,0,0,3.225806452,20.32258065,0,0,0,0,0,0,0,0,0,84.2
209,10,0,59.70588235,0,0,0,11.76470588,18.52941176,0,0,0,0,0,0,0,0,0,85.8
210,9.941520468,0,59.64912281,0,0,0,12.28070175,18.12865497,0,0,0,0,0,0,0,0,0,86.7
211,11.17647059,0,59.11764706,0,0,0,11.76470588,17.94117647,0,0,0,0,0,0,0,0,0,86.3
212,17.68292683,0,56.40243902,0,0,0,8.536585366,17.37804878,0,0,0,0,0,0,0,0,0,87.6
213,13.88888889,0,56.94444444,0,0,0,16.66666667,12.5,0,0,0,0,0,0,0,0,0,90.5
214,11.91773598,0,58.78010195,0,0,0,0.21093338,23.4136052,0,0,5.677623484,0,0,0,0,0,0,84
215,0,2.694610778,59.58083832,0,10.77844311,0,7.48502994,19.46107784,0,0,0,0,0,0,0,0,0,74.9
216,0,0,58.99653979,0,12.80276817,0,0,24.39446367,0,0,3.806228374,0,0,0,0,0,0,75.2
217,0,0,60.3539823,0,8.495575221,0,0,24.95575221,0,0,6.194690265,0,0,0,0,0,0,70.3
218,0,0,60.13769363,0,10.8777969,0,0,25.71428571,0,0,3.270223752,0,0,0,0,0,0,75.3
219,0,0,60.9,0,11.53333333,0,0,27.56666667,0,0,0,0,0,0,0,0,0,60.25
220,0,0,67.02170508,0,0,0,0,2.244349966,21.19937346,0,9.534571493,0,0,0,0,0,0,54.86
221,0,0,66.66666667,0,0,0,0,0.56022409,21.8487395,0,10.92436975,0,0,0,0,0,0,56.49
222,0,0,60.83858591,0,9.118936695,0,0.465881063,26.11674431,0,0.22608934,3.233762675,0,0,0,0,0,0,74
223,0,0,61.12122565,0,3.551921954,0,0.535879908,26.23750472,0,4.974064787,0,0,0,0,0,0,3.579402975,57.5
224,0,4.931811492,61.76210877,0,0.327043202,2.328547601,5.76904209,18.35693495,0,0.039245184,6.485266704,0,0,0,0,0,0,73
225,0,0,60.28368794,0,8.510638298,0,0,24.82269504,0,0,6.382978723,0,0,0,0,0,0,77.71
226,0,0,60.28368794,0,0,0,0,24.82269504,0,8.510638298,0,0,0,6.382978723,0,0,0,63.99
227,12.60119676,0,58.43013024,0,0,0,0.140795495,23.09046111,0,0,0,0,0,0,0,0,5.737416403,84.28
228,11.95499297,0,58.75527426,0,0,0,0.210970464,23.38255977,0,0,5.696202532,0,0,0,0,0,0,82.32
229,13.54129741,0,57.7100319,0,0,0,0.14179369,22.11981567,0,0,0,0,0,6.487061326,0,0,0,81.34
230,10.49685094,0,59.51714486,0,0,0,0.489853044,24.03778866,0,0,0,0,0,0,0,5.458362491,0,75.46
231,12.30551627,0,58.48656294,0,0,0,0,23.12588402,0,0,0,0,0,0,0,0,6.082036775,63.7
232,0,0,58.09624166,0,13.34738321,5.584826133,0.210748156,22.76080084,0,0,0,0,0,0,0,0,0,70.56
233,0,0,58.76760563,0,11.76056338,0,0.281690141,23.27464789,0,0,5.915492958,0,0,0,0,0,0,69.58
234,0,0,58.97887324,0,11.54929577,0,0.070422535,23.6971831,0,0,0,0,0,5.704225352,0,0,0,72.52
235,0,0,58.9314054,0,0,0,0.141068595,23.52318815,0,11.46182331,5.942514548,0,0,0,0,0,0,55.86
236,0,0,59.3166608,0,0,0,0.070447341,24.02254315,0,10.84889045,0,0,0,5.74145826,0,0,0,61.74
237,0,0,59.20363255,0,0,0,0.488997555,23.78623821,0,11.24694377,0,0,0,0,0,5.274187915,0,52.92
238,0,0,66.66666667,0,8.05,0,0.566666667,0,24.71666667,0,0,0,0,0,0,0,0,41.9
239,0,0,66.05105921,0,9.373302553,0,0.07468767,0,24.50095057,0,0,0,0,0,0,0,0,30.1
240,0,0,65.77217963,0,9.361308872,0,1.07475356,0,23.79175794,0,0,0,0,0,0,0,0,33.4
241,0,0,64.4001424,0,12.01139195,0,0.576717693,0,23.01174795,0,0,0,0,0,0,0,0,33
242,0,0,62.06517203,0,16.1185084,0,0.534881074,0,21.28143849,0,0,0,0,0,0,0,0,36.4
243,0,0,57.31056564,0,24,0,1.413020277,0,17.27641409,0,0,0,0,0,0,0,0,39.8
244,0,0,60.13069636,0,9.190235807,0.867851463,0.684599959,24.85651061,0,0.698430261,3.530184635,0,0.013830302,0,0,0.027660604,0,66.85
245,0,4.043633628,61.85505611,0,6.168892232,0,2.959062128,23.50636324,0,0.426305561,0.645727541,0,0,0,0,0.394959564,0,73.5
246,0,7.025300909,64.02910833,0,2.161631049,0,0.859739622,25.43908131,0,0.485138787,0,0,0,0,0,0,0,63
247,0,2.837155072,66.09016712,0,0,0,0,30.86539707,0,0.207280736,0,0,0,0,0,0,0,94.2
248,0,0,59.06373149,0,11.78828645,1.474385107,1.569506726,23.52221769,0,0.570729719,2.011142818,0,0,0,0,0,0,60.76
249,1.13750221,10.26109507,62.35928567,0,0.241645547,0,1.331997407,21.29722402,0,3.371250074,0,0,0,0,0,0,0,63.74
250,0,6.445240153,62.97999753,0,3.685640202,0,1.518706013,24.14804297,0,0.654401778,0.518582541,0,0,0,0,0.049388813,0,72.8
251,0.243189253,12.92377175,63.63452129,0,0.880113488,0,0.318462117,21.44118584,0,0.463217625,0.095538635,0,0,0,0,0,0,46.68
252,0.908608569,0,60.70102136,0,5.120042446,0,2.228412256,25.29181589,0,3.999204138,0,0,0.019896538,0,0,1.730998806,0,67.7
253,0,0,62.49953129,0,0,0,0,24.99906258,0,0,0,0,0,6.250703063,0,6.250703063,0,67.15
