,Li,B,O,F,Na,Mg,Al,Si,P,K,Ca,Ti,Fe,Sr,Zr,Ba,Pb,Expansion
2097,12.03272805,5.8399489,55.46430635,0,3.948048788,0,4.513793838,14.69416309,0,1.904066673,1.602944308,0,0,0,0,0,0,110.2
2098,11.93620415,5.448165869,54.75598086,0,3.055821372,0,4.242424242,13.16746411,0,2.009569378,5.074960128,0,0,0,0,0.309409888,0,114.8
2099,8.593824988,5.765477524,55.80867061,0,4.92081267,1.641337386,2.988321869,15.0599904,0,2.124460086,1.788513838,0,0,0,0,1.308590625,0,111.4
2100,0,33.68264485,59.10801614,0,0,0,2.163477791,0.721159264,0,0.856376625,0,0,0,0,0,2.386586438,1.081738895,73.7
2116,0,6.652205351,60.73752711,0,3.294665032,0,2.376685844,20.27413625,0,3.332390204,1.138042692,0,0,2.194347512,0,0,0,78.6
2151,0,0,63.89229292,0,0,0,5.974894843,24.79713841,0,0,0,0,0,5.335673832,0,0,0,45
2152,0,3.63321244,62.91042141,0,0,0,6.354912219,20.8267805,0,0,4.753345958,0,0,0.028885965,0,1.492441506,0,49
2154,0,6.808668961,60.98657489,0,3.367128639,0,2.430781633,20.74535702,0,3.416736428,0,0,0,2.244752426,0,0,0,78.6
2162,0,27.2973909,56.15908566,0,2.661048257,0,0,0,0,0,0,0,0,0,0,0,13.88247518,104.4
2163,0,29.41240836,56.76496334,0,2.352554984,0,0,0,0,0,0,0,0,0,0,0,11.47007331,100
2164,0,31.09111832,57.24448164,0,2.113191756,0,0,0,0,0,0,0,0,0,0,0,9.551208285,93
2165,0,32.45788533,57.63603858,0,1.91373102,0,0,0,0,0,0,0,0,0,0,0,7.992345076,88
2166,0,33.59005606,57.96002925,0,1.749939069,0,0,0,0,0,0,0,0,0,0,0,6.699975628,81.8
2167,0,34.5438609,58.23324568,0,1.610878165,0,0,0,0,0,0,0,0,0,0,0,5.612015256,72.8
2168,9.280190363,23.9143367,53.65853659,0,0,0,0,0,0,0,0,0,0,0,0,0,13.14693635,95
2169,2.137259558,34.29114225,58.03847067,0,0,0,0,0,0,0,0,0,0,0,0,0,5.533127523,65
2170,4.100337675,33.14037627,57.26000965,0,0,0,0,0,0,0,0,0,0,0,0,0,5.499276411,72
2171,11.46592909,29.31858185,54.46316319,0,0,0,0,0,0,0,0,0,0,0,0,0,4.752325874,84
2172,16.04333247,26.92803714,52.72117617,0,0,0,0,0,0,0,0,0,0,0,0,0,4.307454217,101
2173,19.21558305,25.16451698,51.48723348,0,0,0,0,0,0,0,0,0,0,0,0,0,4.132666491,111
2174,5.769230769,34.92844365,57.28980322,0,0,0,0,0,0,0,0,0,0,0,0,0,2.012522361,68
2175,8.253533972,33.51573187,56.31554948,0,0,0,0,0,0,0,0,0,0,0,0,0,1.915184679,65
2176,13.55529132,30.43995244,54.22116528,0,0,0,0,0,0,0,0,0,0,0,0,0,1.783590963,82
2177,17.75380088,28.05296714,52.57479156,0,0,0,0,0,0,0,0,0,0,0,0,0,1.618440412,96
2178,7.089312487,28.58856286,57.16427501,0,0,0,7.157849647,0,0,0,0,0,0,0,0,0,0,59.4
2179,8.234479176,34.00294398,56.70620833,0,0,0,1.056368517,0,0,0,0,0,0,0,0,0,0,67.4
2180,7.846943618,31.18933609,56.86122255,0,0,0,4.102497735,0,0,0,0,0,0,0,0,0,0,64.1
2181,14.99540018,29.99080037,54.00183993,0,0,0,1.011959522,0,0,0,0,0,0,0,0,0,0,79.1
2182,13.84853591,28.08415684,54.46058564,0,0,0,3.606721618,0,0,0,0,0,0,0,0,0,0,67.1
2183,12.89230075,25.88394671,54.8430797,0,0,0,6.380672838,0,0,0,0,0,0,0,0,0,0,66
2184,3.850787189,36.60117144,58.45968512,0,0,0,1.08835625,0,0,0,0,0,0,0,0,0,0,93
2185,4.097268488,33.37358428,58.3610926,0,0,0,4.16805463,0,0,0,0,0,0,0,0,0,0,66.4
2186,19.47431302,18.81481481,52.21027479,0,0,0,9.500597372,0,0,0,0,0,0,0,0,0,0,95.6
2187,11.14568977,28.22655937,55.54172409,0,0,0,5.086026764,0,0,0,0,0,0,0,0,0,0,68.5
2188,21.89176012,21.45782545,51.24329595,0,0,0,5.407118479,0,0,0,0,0,0,0,0,0,0,103.1
2189,18.26481858,24.39566678,52.69407257,0,0,0,4.645442074,0,0,0,0,0,0,0,0,0,0,88.1
2190,16.28447835,22.43825294,53.48620866,0,0,0,7.791060049,0,0,0,0,0,0,0,0,0,0,76.1
2191,9.861135525,24.86816664,56.05554579,0,0,0,9.215152048,0,0,0,0,0,0,0,0,0,0,59.5
2192,0,34.14634146,58.53658537,0,0,2.43902439,0,0,0,0,0,0,0,0,0,0,4.87804878,108
2193,0,31.57894737,57.89473684,0,0,2.631578947,0,0,0,0,0,0,0,0,0,0,7.894736842,109
2194,0,28.57142857,57.14285714,0,0,2.857142857,0,0,0,0,0,0,0,0,0,0,11.42857143,70
2195,0,25,56.25,0,0,3.125,0,0,0,0,0,0,0,0,0,0,15.625,86
2197,0,8.695652174,52.17391304,0,0,21.73913043,0,0,0,0,0,0,0,0,0,0,17.39130435,85
2198,0,36.36363636,59.09090909,0,0,0,0,0,0,0,0,0,0,0,0,2.272727273,2.272727273,108
2199,0,31.57894737,57.89473684,0,0,0,0,0,0,0,0,0,0,0,0,2.631578947,7.894736842,100
2200,0,25,56.25,0,0,0,0,0,0,0,0,0,0,0,0,3.125,15.625,82
2201,0,34.14634146,58.53658537,0,0,0,0,0,0,0,0,0,0,0,0,4.87804878,2.43902439,109
2202,0,31.57894737,57.89473684,0,0,0,0,0,0,0,0,0,0,0,0,5.263157895,5.263157895,74
2203,0,31.57894737,57.89473684,0,0,0,0,0,0,0,0,0,0,0,0,7.894736842,2.631578947,69
2204,0,28.57142857,57.14285714,0,0,0,0,0,0,0,0,0,0,0,0,8.571428571,5.714285714,63
2222,0,24.99375156,58.33541615,0,0,0,8.347913022,0,0,0,8.32291927,0,0,0,0,0,0,64
2223,0,27.57122163,58.61902463,0,0,0,6.904876871,0,0,0,6.904876871,0,0,0,0,0,0,61
2224,0,24.99375156,58.33541615,0,0,0,8.347913022,0,0,0,0,0,0,8.32291927,0,0,0,72
2225,0,24.99375156,58.33541615,0,0,0,8.347913022,0,0,0,0,0,0,0,0,8.32291927,0,78
2226,0,21.05263158,57.89473684,0,0,0,10.52631579,0,0,0,0,0,0,0,0,0,10.52631579,72
2227,0,27.57122163,58.61902463,0,0,0,6.904876871,0,0,0,0,0,0,0,0,0,6.904876871,64
2228,0,29.41176471,58.82352941,0,0,0,5.882352941,0,0,0,0,0,0,0,0,0,5.882352941,62
2229,0,30.77988002,58.97554222,0,0,0,5.122288879,0,0,0,0,0,0,0,0,0,5.122288879,62
2230,0,32.64481365,59.18275707,0,0,0,4.086214639,0,0,0,0,0,0,0,0,0,4.086214639,60
2231,0,33.89158219,59.32128691,0,0,0,3.393565447,0,0,0,0,0,0,0,0,0,3.393565447,64
2232,0,34.73523643,59.40292003,0,0,0,2.87644367,0,0,0,0,0,0,0,0,0,2.985399869,72
2234,0,27.57841198,57.24781012,0,0,0,0,0,0,0,0,0,1.412828483,0,0,0,13.76094942,90
2235,0,25.58847965,57.4356134,0,0,0,0,0,0,0,0,0,4.153973968,0,0,0,12.82193298,89
2236,0,29.21348315,59.02315983,0,0,0,0,0,0,0,0,0,6.879156157,0,0,0,4.884200871,73
2247,0,34.14634146,58.53658537,0,0,0,0,0,0,0,0,0,0,0,0,7.317073171,0,77.3
2288,19.58762887,0,59.79381443,0,0,1.030927835,0,0,19.58762887,0,0,0,0,0,0,0,0,147
2289,19.14893617,0,59.57446809,0,0,2.127659574,0,0,19.14893617,0,0,0,0,0,0,0,0,139
2290,18.68131868,0,59.34065934,0,0,3.296703297,0,0,18.68131868,0,0,0,0,0,0,0,0,139
2291,18.18181818,0,59.09090909,0,0,4.545454545,0,0,18.18181818,0,0,0,0,0,0,0,0,136
2292,17.64705882,0,58.82352941,0,0,5.882352941,0,0,17.64705882,0,0,0,0,0,0,0,0,134
2293,0,0,59.79381443,0,19.58762887,1.030927835,0,0,19.58762887,0,0,0,0,0,0,0,0,204
2294,0,0,59.57446809,0,19.14893617,2.127659574,0,0,19.14893617,0,0,0,0,0,0,0,0,196
2295,0,0,59.34065934,0,18.68131868,3.296703297,0,0,18.68131868,0,0,0,0,0,0,0,0,188
2296,0,0,59.09090909,0,18.18181818,4.545454545,0,0,18.18181818,0,0,0,0,0,0,0,0,176
2297,0,0,58.53658537,0,17.07317073,7.317073171,0,0,17.07317073,0,0,0,0,0,0,0,0,159
2298,0,0,58.2278481,0,16.4556962,8.860759494,0,0,16.4556962,0,0,0,0,0,0,0,0,157
2299,0,0,57.89473684,0,15.78947368,10.52631579,0,0,15.78947368,0,0,0,0,0,0,0,0,155
2300,0,0,59.09090909,0,0,4.545454545,0,0,18.18181818,18.18181818,0,0,0,0,0,0,0,215
2301,0,0,58.53658537,0,0,7.317073171,0,0,17.07317073,17.07317073,0,0,0,0,0,0,0,192
2304,0,0,68.65462797,0,0,0,0,0,24.87283729,0,0,0,0,0,0,0,6.472534745,146.8
2319,0,0,69.55886192,0,0,0,0,0,26.07848255,0,0,0,0,0,0,2.585921865,1.776733664,129
2320,0,0,69.18598363,0,0,0,0,0,25.58131151,0,0,0,0,0,0,2.730812214,2.501892642,130
2321,0,0,68.76720022,0,0,0,0,0,25.02293363,0,0,0,0,0,0,2.894318075,3.315548067,127
2322,0,0,67.76009792,0,0,0,0,0,23.68013056,0,0,0,0,0,0,3.288453692,5.271317829,130
2323,0,0,66.43761302,0,0,0,0,0,21.91681736,0,0,0,0,0,0,3.804249548,7.841320072,139
2324,0,0,69.24731183,0,0,0,0,0,25.66308244,0,0,0,0,0,0,5.089605735,0,127
2325,0,0,69.3501145,0,0,0,0,0,25.80015266,0,0,0,0,0,0,4.263930556,0.585802283,118
2326,0,0,69.66497287,0,0,0,0,0,26.21996383,0,0,0,0,0,0,1.732839549,2.382223753,136.9
2327,0,0,66.66666667,0,0,11.11111111,0,0,22.22222222,0,0,0,0,0,0,0,0,70
2328,0,0,67.10531857,0,0,9.211689898,1.313850171,0,22.36914137,0,0,0,0,0,0,0,0,85
2329,0,0,67.5,0,0,7.5,2.5,0,22.5,0,0,0,0,0,0,0,0,64
2331,0,0,66.66666667,0,0,0,0,0,22.22222222,0,11.11111111,0,0,0,0,0,0,92
2332,0,0,67.10531857,0,0,0,1.313850171,0,22.36914137,0,9.211689898,0,0,0,0,0,0,86
2333,0,0,67.5,0,0,0,2.5,0,22.5,0,7.5,0,0,0,0,0,0,78
2334,0,0,68.18181818,0,0,0,4.545454545,0,22.72727273,0,4.545454545,0,0,0,0,0,0,70.6
2335,0,0,67.5,0,0,0,2.5,0,22.5,0,0,0,0,7.5,0,0,0,91
2336,0,0,68.18181818,0,0,0,4.545454545,0,22.72727273,0,0,0,0,4.545454545,0,0,0,74.2
2337,0,0,66.66666667,0,0,0,0,0,22.22222222,0,0,0,0,0,0,11.11111111,0,139
2338,0,0,67.10531857,0,0,0,1.313850171,0,22.36914137,0,0,0,0,0,0,9.211689898,0,121
2346,0,0,66.66666667,0,0,0,0,0,22.22222222,0,0,0,0,0,0,0,11.11111111,128
2347,0,0,67.10531857,0,0,0,1.313850171,0,22.36914137,0,0,0,0,0,0,0,9.211689898,110.5
2348,0,0,67.5,0,0,0,2.5,0,22.5,0,0,0,0,0,0,0,7.5,104.5
2349,0,0,68.18181818,0,0,0,4.545454545,0,22.72727273,0,0,0,0,0,0,0,4.545454545,81.5
2350,0,0,68.75,0,0,0,6.25,0,22.91666667,0,0,0,0,0,0,0,2.083333333,66
2386,0,0,61.19133574,0,0,0,0,25.09025271,0,5.415162455,0,0,0,0,0,0,8.303249097,84
2387,0,0,60.10638298,0,0,0,0,24.64539007,0,8.865248227,0,0,0,0,0,0,6.382978723,101
2388,0,0,59.05923345,0,0,0,0,24.21602787,0,12.19512195,0,0,0,0,0,0,4.529616725,116
2389,0,0,58.04794521,0,0,0,0,23.80136986,0,15.4109589,0,0,0,0,0,0,2.739726027,132
2390,0,0,57.07070707,0,0,0,0,23.4006734,0,18.51851852,0,0,0,0,0,0,1.01010101,148
2398,12.14953271,29.90654206,55.60747664,0,0,0,0,2.336448598,0,0,0,0,0,0,0,0,0,89
2399,0,29.90654206,55.60747664,0,12.14953271,0,0,2.336448598,0,0,0,0,0,0,0,0,0,108
2400,0,29.43545284,59.63269808,0,0,0,0,4.547669736,0,0,0,0,0,0,0,6.384179342,0,71.1
2401,0,32.49897017,59.51925174,0,0,0,0,2.789018392,0,0,0,0,0,0,0,5.192759699,0,61.6
2402,0,26.7253644,59.79652645,0,0,0,0,6.230370708,0,0,0,0,0,0,0,7.247738437,0,70.5
2403,0,28.62002198,59.52430792,0,0,0,0,4.738604846,0,0,0,0,0,0,0,7.117065257,0,70.7
2404,0,30.7090017,59.22414012,0,0,0,0,3.093779393,0,0,0,0,0,0,0,6.973078781,0,69.4
2405,0,32.71568337,58.9361597,0,0,0,0,1.514477715,0,0,0,0,0,0,0,6.833679217,0,69.7
2406,0,29.66019798,59.05137514,0,0,0,0,3.272651292,0,0,0,0,0,0,0,8.01577559,0,75.1
2407,0,27.42691003,59.36574598,0,0,0,0,5.018036935,0,0,0,0,0,0,0,8.189307059,0,75.2
2408,0,28.16160521,58.80422993,0,0,0,0,3.527657267,0,0,0,0,0,0,0,9.506507592,0,80.5
2409,0,25.71628623,59.13737572,0,0,0,0,5.416608318,0,0,0,0,0,0,0,9.72972973,0,82.3
2410,0,0,68.6998724,0,0,0,2.41523879,14.2704156,14.6144732,0,0,0,0,0,0,0,0,54.4
2411,0,0,69.41561149,0,0,0,0.395005376,13.30070882,16.88867432,0,0,0,0,0,0,0,0,54.4
2412,0,0,69.41026822,0,0,0,0.429852841,13.26841678,16.89146216,0,0,0,0,0,0,0,0,54.4
2420,0,2.209944751,66.29834254,0,0,0,0,0,20.99447514,0,10.49723757,0,0,0,0,0,0,98
2421,0,4.395604396,65.93406593,0,0,0,0,0,19.78021978,0,9.89010989,0,0,0,0,0,0,97
2422,0,6.557377049,65.57377049,0,0,0,0,0,18.57923497,0,9.289617486,0,0,0,0,0,0,91
2423,0,8.695652174,65.2173913,0,0,0,0,0,17.39130435,0,8.695652174,0,0,0,0,0,0,92
2424,0,10.81081081,64.86486486,0,0,0,0,0,16.21621622,0,8.108108108,0,0,0,0,0,0,83
2425,0,14.97326203,64.17112299,0,0,0,0,0,13.90374332,0,6.951871658,0,0,0,0,0,0,80
2426,0,19.04761905,63.49206349,0,0,0,0,0,11.64021164,0,5.82010582,0,0,0,0,0,0,80
2427,0,20.18717923,55.80154976,0,0,0,1.120391802,0.949314012,0,0,0,0,0,0,0,0,21.94156519,115
2442,0,9.090909091,63.63636364,0,3.03030303,0,0,24.24242424,0,0,0,0,0,0,0,0,0,32
2443,0,11.76470588,63.23529412,0,2.941176471,0,0,22.05882353,0,0,0,0,0,0,0,0,0,37
2444,0,12.33196961,63.15020456,0,2.92226768,0,0,21.59555815,0,0,0,0,0,0,0,0,0,34.4
2445,0,14.28571429,62.85714286,0,2.857142857,0,0,20,0,0,0,0,0,0,0,0,0,36.7
2446,0,15.87212563,62.61918116,0,2.804262479,0,0,18.70443073,0,0,0,0,0,0,0,0,0,38
2447,0,16.66666667,62.5,0,2.777777778,0,0,18.05555556,0,0,0,0,0,0,0,0,0,42
2448,0,9.090909091,62.87878788,0,4.545454545,0,0,23.48484848,0,0,0,0,0,0,0,0,0,47.6
2449,0,10.0179964,62.5074985,0,4.979004199,0,0,22.4955009,0,0,0,0,0,0,0,0,0,49.7
2450,0,5.482041588,62.98046629,0,5.54505356,0,0,25.99243856,0,0,0,0,0,0,0,0,0,49.4
2451,0,3.225806452,62.90322581,0,6.451612903,0,0,27.41935484,0,0,0,0,0,0,0,0,0,57.5
2452,0,4.275686024,62.76324186,0,6.381620932,0,0,26.57945118,0,0,0,0,0,0,0,0,0,55.8
2453,0,5.243209097,62.63423879,0,6.317119394,0,0,25.80543272,0,0,0,0,0,0,0,0,0,57.5
2454,0,7.692307692,62.30769231,0,6.153846154,0,0,23.84615385,0,0,0,0,0,0,0,0,0,61.4
2455,0,13.44489325,61.5406809,0,5.77034045,0,0,19.2440854,0,0,0,0,0,0,0,0,0,53.8
2456,0,14.28571429,61.42857143,0,5.714285714,0,0,18.57142857,0,0,0,0,0,0,0,0,0,51.5
2457,0,15.49295775,61.26760563,0,5.633802817,0,0,17.6056338,0,0,0,0,0,0,0,0,0,61.4
2458,0,18.16693944,60.91107474,0,5.45553737,0,0,15.46644845,0,0,0,0,0,0,0,0,0,55.1
2459,0,25,60,0,5,0,0,10,0,0,0,0,0,0,0,0,0,66.5
2460,0,16.66666667,60.97222222,0,5.833333333,0,0,16.52777778,0,0,0,0,0,0,0,0,0,56.8
2461,0,16.38795987,60.98104794,0,5.908584169,0,0,16.72240803,0,0,0,0,0,0,0,0,0,56.3
2462,0,15.49295775,61.01408451,0,6.14084507,0,0,17.35211268,0,0,0,0,0,0,0,0,0,58
2463,0,8.480780964,61.86699207,0,6.772422209,0,0,22.87980476,0,0,0,0,0,0,0,0,0,62.7
2464,0,12.89198606,61.29500581,0,6.445993031,0,0,19.3670151,0,0,0,0,0,0,0,0,0,57
2465,0,6.947890819,62.00372208,0,7.009925558,0,0,24.03846154,0,0,0,0,0,0,0,0,0,60.7
2466,0,14.28571429,61.05714286,0,6.457142857,0,0,18.2,0,0,0,0,0,0,0,0,0,59.3
2467,0,13.54466859,61.09510086,0,6.628242075,0,0,18.73198847,0,0,0,0,0,0,0,0,0,61.6
2468,0,12.58741259,61.15967366,0,6.818181818,0,0,19.43473193,0,0,0,0,0,0,0,0,0,61.4
2469,0,5.063291139,62.02531646,0,7.594936709,0,0,25.3164557,0,0,0,0,0,0,0,0,0,64.3
2470,0,9.090909091,61.51515152,0,7.272727273,0,0,22.12121212,0,0,0,0,0,0,0,0,0,64.7
2471,0,11.76470588,61.17647059,0,7.058823529,0,0,20,0,0,0,0,0,0,0,0,0,60.1
2472,0,6.367041199,61.76654182,0,7.677902622,0,0,24.18851436,0,0,0,0,0,0,0,0,0,66
2473,0,10.55456172,61.24031008,0,7.334525939,0,0,20.87060227,0,0,0,0,0,0,0,0,0,65.4
2474,0,7.692307692,61.53846154,0,7.692307692,0,0,23.07692308,0,0,0,0,0,0,0,0,0,67
2475,0,14.28571429,60.71428571,0,7.142857143,0,0,17.85714286,0,0,0,0,0,0,0,0,0,66.8
2476,0,9.529553679,61.27864897,0,7.599517491,0,0,21.59227986,0,0,0,0,0,0,0,0,0,66.3
2477,0,9.090909091,61.3030303,0,7.696969697,0,0,21.90909091,0,0,0,0,0,0,0,0,0,69.7
2478,0,6.25,61.59375,0,8.0625,0,0,24.09375,0,0,0,0,0,0,0,0,0,70.9
2479,0,11.45218418,60.95041322,0,7.615112161,0,0,19.98229044,0,0,0,0,0,0,0,0,0,70.4
2480,0,7.975460123,61.34969325,0,7.975460123,0,0,22.6993865,0,0,0,0,0,0,0,0,0,69.6
2481,0,7.292954265,61.37206428,0,8.158220025,0,0,23.17676143,0,0,0,0,0,0,0,0,0,67
2482,0,6.890130354,61.39044072,0,8.255741775,0,0,23.46368715,0,0,0,0,0,0,0,0,0,67.5
2483,0,10.0179964,61.00779844,0,7.978404319,0,0,20.99580084,0,0,0,0,0,0,0,0,0,71.3
2484,0,11.76470588,60.79411765,0,7.823529412,0,0,19.61764706,0,0,0,0,0,0,0,0,0,69.4
2485,0,15.11035654,60.38483305,0,7.52688172,0,0,16.97792869,0,0,0,0,0,0,0,0,0,70.4
2486,0,18.16693944,60.01091107,0,7.255864703,0,0,14.56628478,0,0,0,0,0,0,0,0,0,68.2
2487,0,6.25,61.40625,0,8.4375,0,0,23.90625,0,0,0,0,0,0,0,0,0,65.6
2488,0,5.719673162,61.43934632,0,8.548082967,0,0,24.29289755,0,0,0,0,0,0,0,0,0,70.7
2489,0,4.458598726,61.46496815,0,8.917197452,0,0,25.15923567,0,0,0,0,0,0,0,0,0,70.1
2490,0,16.66666667,60,0,7.777777778,0,0,15.55555556,0,0,0,0,0,0,0,0,0,72
2491,0,3.225806452,61.5483871,0,9.161290323,0,0,26.06451613,0,0,0,0,0,0,0,0,0,71.9
2492,0,16.01343785,59.9944009,0,8.006718925,0,0,15.98544233,0,0,0,0,0,0,0,0,0,71.9
2493,0,2.34375,61.55598958,0,9.440104167,0,0,26.66015625,0,0,0,0,0,0,0,0,0,74.4
2494,0,3.225806452,61.29032258,0,9.677419355,0,0,25.80645161,0,0,0,0,0,0,0,0,0,76.6
2495,0,4.761904762,61.11111111,0,9.523809524,0,0,24.6031746,0,0,0,0,0,0,0,0,0,72.8
2496,0,6.25,60.9375,0,9.375,0,0,23.4375,0,0,0,0,0,0,0,0,0,76.2
2497,0,7.692307692,60.76923077,0,9.230769231,0,0,22.30769231,0,0,0,0,0,0,0,0,0,75.1
2498,0,10.87344029,60.39809863,0,8.912655971,0,0,19.81580511,0,0,0,0,0,0,0,0,0,73.9
2499,0,11.08476586,60.37344398,0,8.891523414,0,0,19.65026675,0,0,0,0,0,0,0,0,0,76.9
2500,0,11.76470588,60.29411765,0,8.823529412,0,0,19.11764706,0,0,0,0,0,0,0,0,0,77.9
2501,0,15.49295775,59.85915493,0,8.450704225,0,0,16.1971831,0,0,0,0,0,0,0,0,0,72.3
2502,0,16.66666667,59.72222222,0,8.333333333,0,0,15.27777778,0,0,0,0,0,0,0,0,0,74.8
2503,0,21.05263158,59.21052632,0,7.894736842,0,0,11.84210526,0,0,0,0,0,0,0,0,0,71.8
2504,0,12.53644315,60,0,9.15451895,0,0,18.3090379,0,0,0,0,0,0,0,0,0,77.1
2505,0,11.76470588,60,0,9.411764706,0,0,18.82352941,0,0,0,0,0,0,0,0,0,80.7
2506,0,11.08476586,59.98814464,0,9.66212211,0,0,19.2649674,0,0,0,0,0,0,0,0,0,77.9
2507,0,8.312958435,60.26894866,0,10.02444988,0,0,21.39364303,0,0,0,0,0,0,0,0,0,79
2508,0,10.44776119,60,0,9.850746269,0,0,19.70149254,0,0,0,0,0,0,0,0,0,78.3
2509,0,5.243209097,60.51800379,0,10.54958939,0,0,23.68919773,0,0,0,0,0,0,0,0,0,81.4
2510,0,10.00810008,59.99459995,0,10.00810008,0,0,19.98919989,0,0,0,0,0,0,0,0,0,81.9
2511,0,18.16693944,59.08346972,0,9.110747409,0,0,13.63884343,0,0,0,0,0,0,0,0,0,78.1
2512,0,9.090909091,60,0,10.3030303,0,0,20.60606061,0,0,0,0,0,0,0,0,0,83.8
2513,0,8.703590992,60.01217285,0,10.40779063,0,0,20.87644553,0,0,0,0,0,0,0,0,0,82.1
2514,0,10.23339318,59.84440455,0,10.23339318,0,0,19.6888091,0,0,0,0,0,0,0,0,0,82.7
2515,0,7.692307692,60,0,10.76923077,0,0,21.53846154,0,0,0,0,0,0,0,0,0,82.1
2516,0,10.44776119,59.70149254,0,10.44776119,0,0,19.40298507,0,0,0,0,0,0,0,0,0,83.1
2517,0,16.66666667,59.02777778,0,9.722222222,0,0,14.58333333,0,0,0,0,0,0,0,0,0,76.8
2518,0,7.292954265,60.01236094,0,10.8776267,0,0,21.8170581,0,0,0,0,0,0,0,0,0,82.5
2519,0,12.89198606,59.3495935,0,10.33681765,0,0,17.42160279,0,0,0,0,0,0,0,0,0,85.4
2520,0,6.25,60,0,11.25,0,0,22.5,0,0,0,0,0,0,0,0,0,85.2
2521,0,7.407407407,59.87654321,0,11.11111111,0,0,21.60493827,0,0,0,0,0,0,0,0,0,85.6
2522,0,5.719673162,59.99371464,0,11.43934632,0,0,22.84726587,0,0,0,0,0,0,0,0,0,85.6
2523,0,9.145972138,59.63052695,0,11.02362205,0,0,20.19987886,0,0,0,0,0,0,0,0,0,82.7
2524,0,10.82045184,59.4530321,0,10.82045184,0,0,18.90606421,0,0,0,0,0,0,0,0,0,79.2
2525,0,15.11035654,58.97000566,0,10.3565365,0,0,15.5631013,0,0,0,0,0,0,0,0,0,80.5
2526,0,4.030710173,60.01279591,0,11.96417147,0,0,23.99232246,0,0,0,0,0,0,0,0,0,88.6
2527,0,14.28571429,58.94285714,0,10.68571429,0,0,16.08571429,0,0,0,0,0,0,0,0,0,80.5
2528,0,3.225806452,60,0,12.25806452,0,0,24.51612903,0,0,0,0,0,0,0,0,0,88.9
2529,0,11.24260355,59.17159763,0,11.24260355,0,0,18.34319527,0,0,0,0,0,0,0,0,0,84.4
2530,0,13.69390104,58.91829689,0,10.93210587,0,0,16.4556962,0,0,0,0,0,0,0,0,0,83.6
2531,0,9.584086799,59.31283906,0,11.51295961,0,0,19.59011453,0,0,0,0,0,0,0,0,0,82.4
2532,0,2.024820379,59.99346832,0,12.67145656,0,0,25.31025474,0,0,0,0,0,0,0,0,0,95.7
2533,0,3.225806452,59.83870968,0,12.58064516,0,0,24.35483871,0,0,0,0,0,0,0,0,0,93.4
2534,0,12.53644315,58.86297376,0,11.42857143,0,0,17.17201166,0,0,0,0,0,0,0,0,0,87.7
2535,0,8.14451929,59.18554807,0,12.24739743,0,0,20.42253521,0,0,0,0,0,0,0,0,0,90.5
2536,0,9.090909091,59.09090909,0,12.12121212,0,0,19.6969697,0,0,0,0,0,0,0,0,0,84.1
2537,0,10.0179964,58.99820036,0,11.99760048,0,0,18.98620276,0,0,0,0,0,0,0,0,0,90.3
2538,0,10.60786651,58.93921335,0,11.91895113,0,0,18.53396901,0,0,0,0,0,0,0,0,0,88.6
2539,0,14.28571429,58.57142857,0,11.42857143,0,0,15.71428571,0,0,0,0,0,0,0,0,0,88.1
2540,0,16.66666667,58.33333333,0,11.11111111,0,0,13.88888889,0,0,0,0,0,0,0,0,0,88.6
2541,0,21.05263158,57.89473684,0,10.52631579,0,0,10.52631579,0,0,0,0,0,0,0,0,0,85.7
2542,0,11.24260355,58.81656805,0,11.95266272,0,0,17.98816568,0,0,0,0,0,0,0,0,0,83.5
2543,0,10.28708134,58.76196172,0,12.38038278,0,0,18.57057416,0,0,0,0,0,0,0,0,0,88.9
2544,0,12.28070175,58.47953216,0,12.28070175,0,0,16.95906433,0,0,0,0,0,0,0,0,0,89.5
2545,0,9.090909091,58.63636364,0,13.03030303,0,0,19.24242424,0,0,0,0,0,0,0,0,0,91.2
2546,0,8.703590992,58.70359099,0,13.02495435,0,0,19.56786366,0,0,0,0,0,0,0,0,0,91.3
2547,0,8.14451929,58.66503368,0,13.28842621,0,0,19.90202082,0,0,0,0,0,0,0,0,0,87.8
2548,0,10.82045184,58.38287753,0,12.960761,0,0,17.83590963,0,0,0,0,0,0,0,0,0,97.5
2549,0,6.890130354,58.62818125,0,13.78026071,0,0,20.70142768,0,0,0,0,0,0,0,0,0,95.1
2550,0,15.63554556,57.81777278,0,12.48593926,0,0,14.06074241,0,0,0,0,0,0,0,0,0,97.1
2551,0,18.16693944,57.58319694,0,12.11129296,0,0,12.13857065,0,0,0,0,0,0,0,0,0,95.8
2552,0,6.25,58.59375,0,14.0625,0,0,21.09375,0,0,0,0,0,0,0,0,0,103
2553,0,9.090909091,58.33333333,0,13.63636364,0,0,18.93939394,0,0,0,0,0,0,0,0,0,96.3
2554,0,11.76470588,58.08823529,0,13.23529412,0,0,16.91176471,0,0,0,0,0,0,0,0,0,96.7
2555,0,13.04347826,57.97101449,0,13.04347826,0,0,15.94202899,0,0,0,0,0,0,0,0,0,96.1
2556,0,14.28571429,57.85714286,0,12.85714286,0,0,15,0,0,0,0,0,0,0,0,0,94.6
2557,0,10.23339318,58.10891682,0,13.70436864,0,0,17.95332136,0,0,0,0,0,0,0,0,0,100
2558,0,13.29479769,57.80346821,0,13.29479769,0,0,15.60693642,0,0,0,0,0,0,0,0,0,89.4
